GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,EMPAVPW,PAYANPW,HOURS,CSTMTOT,RCPTOT,VALADD,VALADD_S,CEXTOT,CEXTOT_S
0100000US,,United States,,3363,Motor vehicle parts manufacturing,,2009,403660,1,18547126,296913,11918725,576771,78048502,130520776,51569867,1,4578884,4
0100000US,,United States,,3363,Motor vehicle parts manufacturing,,2008,526672,1,24726727,392723,16417449,757679,111981134,175613967,63002735,1,6836660,5
0100000US,,United States,,3364,Aerospace product and parts manufacturing,,2009,429777,1,31625906,222777,15035138,447016,86250203,178924241,99173054,1,3039529,1
0100000US,,United States,,3364,Aerospace product and parts manufacturing,,2008,460162,1,32229644,247585,15215868,492516,88706503,183930222,99449414,1,3644060,2
0100000US,,United States,,3365,Railroad rolling stock manufacturing,,2009,25078,1,1465447,16602,810137,33318,7616409,12019211,4352692,1,284303,1
0100000US,,United States,,3365,Railroad rolling stock manufacturing,,2008,29642,1,1611698,21398,1011362,41689,10581151,15641898,5298853,2,245809,1
0100000US,,United States,,3366,Ship and boat building,,2009,126824,1,6477163,83044,3666610,161158,10925305,27247521,16322216,1,798100,1
0100000US,,United States,,3366,Ship and boat building,,2008,150337,1,6938539,104123,4152363,202343,14022043,30665489,16643446,1,961008,3
0100000US,,United States,,3369,Other transportation equipment manufacturing,,2009,42485,1,2358114,28408,1234311,56882,15580348,25117054,9378874,1,268832,3
0100000US,,United States,,3369,Other transportation equipment manufacturing,,2008,48039,1,2442631,34557,1433776,69449,17525859,29380673,12295430,1,417100,2
0100000US,,United States,,337,Furniture and related product manufacturing,,2009,360210,1,12690230,269003,7859665,500738,27927766,60826897,32235361,1,833587,3
0100000US,,United States,,337,Furniture and related product manufacturing,,2008,457467,1,16201284,342799,10229312,666464,36151355,79829115,43529174,1,1236012,2
0100000US,,United States,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2009,222949,1,7258452,170637,4764580,314307,15689822,32926054,16816833,2,395346,5
0100000US,,United States,,3371,Household and institutional furniture and kitchen cabinet manufacturing,,2008,288792,1,9528154,221328,6363917,425730,20122604,44066653,23906923,1,620366,2
0100000US,,United States,,3372,Office furniture (including fixtures) manufacturing,,2009,104479,1,4253820,75441,2439687,144035,8321153,19604383,11064604,1,383213,3
0100000US,,United States,,3372,Office furniture (including fixtures) manufacturing,,2008,130711,1,5353239,94809,3129248,189665,11453139,26673368,15136456,1,501397,5
0100000US,,United States,,3379,Other furniture related product manufacturing,,2009,32782,2,1177957,22925,655397,42396,3916792,8296460,4353923,1,55028,3
0100000US,,United States,,3379,Other furniture related product manufacturing,,2008,37965,1,1319892,26662,736147,51069,4575611,9089094,4485794,3,114249,5
0100000US,,United States,,339,Miscellaneous manufacturing,,2009,592410,1,27984462,361312,12046099,696680,49655914,143915487,93719105,1,3834901,5
0100000US,,United States,,339,Miscellaneous manufacturing,,2008,640928,1,29815149,396321,12974848,778275,54730750,153366655,99638092,1,4562985,1
0100000US,,United States,,3391,Medical equipment and supplies manufacturing,,2009,304843,1,16157552,180929,6391900,351786,24332154,84560439,60232217,1,2452604,8
0100000US,,United States,,3391,Medical equipment and supplies manufacturing,,2008,314507,1,16327683,188720,6546112,372140,24684254,84397671,60635460,1,2818480,2
0100000US,,United States,,3399,Other miscellaneous manufacturing,,2009,287568,1,11826910,180384,5654199,344894,25323760,59355048,33486888,1,1382297,2
0100000US,,United States,,3399,Other miscellaneous manufacturing,,2008,326420,1,13487465,207601,6428736,406135,30046496,68968984,39002632,1,1744506,2
