GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,331312,Primary aluminum production,,2006,8482,1,6758,679620,475848,203772,1,349429,14156,3621306,1,2410761,,,91135,1,1184602,28411893,1093466,1,0,0,2575299,1,6181686,1,,,,0,,,638190,2,82968,2,122141,2,433081,2,572825,68972,123657,380195,131701,1,9970,121731,504,5231,115996
0100000US,,United States,,331312,Primary aluminum production,,2005,9028,1,7118,729100,480000,249100,1,349888,15075,3154897,1,1920601,,,94397,1,1178870,29790268,1084472,1,0,,1815675,1,5018732,1,4995341,23391,,0,,,576963,3,69604,4,120581,4,386777,3,617381,89477,151307,376596,113124,1,4725,108399,1508,5127,101764
0100000US,,United States,,331314,Secondary smelting and alloying of aluminum,,2006,6763,4,5224,457586,344615,112971,3,240570,11124,5506240,2,5063985,,,267949,5,375979,3277869,108030,10,,0,1581092,4,7044004,1,6727859,316145,,191682,,1551493,528802,6,215212,11,41707,2,271883,3,458931,157491,56280,245161,74800,9,12496,62304,1295,2256,58753
0100000US,,United States,,331314,Secondary smelting and alloying of aluminum,,2005,6727,2,5019,443513,333993,109520,3,224619,11473,4363766,2,3969660,,24802,236972,4,340886,3454558,103914,9,,0,1148613,5,5496441,1,5383182,113259,33772,,,,427532,4,158069,2,39577,2,229886,6,377835,149654,32234,195947,78889,4,10274,68615,,,64444
0100000US,,United States,,331316,Aluminum extruded product manufacturing,,2006,24768,2,20316,1308751,986979,321772,1,715211,46261,5967933,2,5589668,39719,94212,134336,1,244334,1704301,109998,4,0,0,2425389,2,8292616,1,8085895,206722,,,142318,,803476,3,202289,3,281810,2,319377,7,643055,150475,237682,254898,138675,4,14898,123777,2142,4414,117221
0100000US,,United States,,331316,Aluminum extruded product manufacturing,,2005,26131,1,20368,1386318,1050886,335432,1,740890,46842,5720219,2,5258782,105515,95918,149730,3,260004,1976961,110274,3,0,0,2394559,1,8028270,2,7740963,287308,113093,10556,163659,,726896,2,179464,2,265742,3,281690,6,562804,155322,208139,199343,153045,3,15624,137421,3905,6912,126604
0100000US,,United States,,33131N,Aluminum rolling and drawing,,2006,21285,1,16334,1634213,1185694,448519,1,832868,35234,15052896,2,13813846,473054,152603,401706,1,613394,4614746,211688,1,0,0,4812156,1,19524030,2,18569167,954863,479816,159671,315376,2635038,2476282,1,493739,1,1333013,1,649530,1,2000373,475376,1011098,513899,400535,4,19060,381475,3357,25381,352736
0100000US,,United States,,33131N,Aluminum rolling and drawing,,2005,21411,1,16350,1615355,1143684,471671,1,794532,38210,12747478,1,11589697,431256,145990,383217,3,580535,4827027,197318,1,0,0,4314509,3,16974915,2,16213260,761654,412334,148393,200927,2229202,1991390,1,477506,1,1011613,1,502272,1,1894735,426962,975828,491945,331590,5,9040,322550,3806,18095,300649
0100000US,,United States,,3314,Nonferrous metal (except aluminum) production & processing,,2006,53767,1,39540,3647990,2797096,850894,1,1786007,84523,33442761,1,31656334,485427,342166,377156,2,958834,12055710,581678,1,,348323,13165477,1,45692844,1,44451618,1241226,449555,572768,218904,5890425,5538722,2,1479335,5,2545897,2,1513491,2,4272701,1238237,1888514,1145949,978948,3,96757,882192,7480,30534,844177
0100000US,,United States,,3314,Nonferrous metal (except aluminum) production & processing,,2005,56165,1,40510,3673865,2750256,923609,1,1743046,86789,22790651,1,21327792,335235,293750,352002,1,833875,10941823,481873,1,,,10268965,1,32500792,1,31279344,1221449,319373,642059,260016,4193897,4364998,2,1182618,6,1999761,1,1182618,2,3650987,1058870,1581600,1010517,549387,2,69675,479712,7413,19612,452687
0100000US,,United States,,33141,Nonferrous metal (except aluminum) smelting and refining,,2006,8043,3,5787,603346,459011,144335,1,287418,12891,8223617,2,7600655,180184,78443,124782,1,364335,5909993,239553,1,,348323,4378056,1,12430066,2,12222685,207381,156534,22911,27936,2595352,1236697,2,237624,5,636195,1,362878,4,985605,191398,516810,277397,341356,1,45825,295531,2215,4782,288534
0100000US,,United States,,33141,Nonferrous metal (except aluminum) smelting and refining,,2005,8203,3,5610,573598,429175,144423,1,261923,12393,4741291,1,4273584,134347,53711,118789,1,279649,4671692,160860,2,,,2680042,1,7352215,1,7180305,171910,112681,26668,32561,1290098,966721,1,185837,2,514052,1,266832,2,890255,200382,436385,253488,139889,2,28260,111629,1523,2602,107504
0100000US,,United States,,331411,Primary smelting and refining of copper,,2006,1541,1,1253,118925,85582,33343,1,64804,2896,,,5013452,,,,,,511811,24519,1,,,,,7594869,1,,,,,0,,488617,1,,,,,29389,1,390626,,,28319,85103,1,3313,81790,,,79128
0100000US,,United States,,331411,Primary smelting and refining of copper,,2005,1371,1,1101,89732,65872,23860,1,49324,2369,,,2411002,,,,,,498939,19605,1,,,,,3817874,1,,,,,0,,388879,1,41595,1,,,,,350865,,,27879,20202,1,,,,570,18966
0100000US,,United States,,331419,Primary nonferrous metal (except copper and aluminum),,2006,6502,4,4534,484421,373429,110992,1,222614,9995,,,2587203,,,,,,5398182,215034,1,,,,,4835197,4,,,,,27936,,748080,3,,,,,333489,4,594979,,,249078,256253,1,42512,213741,,,209406
0100000US,,United States,,331419,Primary nonferrous metal (except copper and aluminum),,2005,6832,4,4509,483866,363303,120563,1,212599,10024,,,1862582,,,,,,4172753,141255,2,,,,,3534341,2,,,,,32561,,577842,1,144242,3,,,,,539390,,,225609,119687,2,,,,2032,88538
0100000US,,United States,,33142,"Copper rolling, drawing, extruding, and alloying",,2006,21909,1,17018,1361875,1029751,332124,1,704652,36410,18463015,1,17957790,144508,72164,117543,3,288553,2846949,171010,2,,0,2900360,2,21077092,1,20663847,413245,144589,182754,85902,2173143,1776782,2,697972,2,643024,1,435786,4,1370143,630304,425831,314008,201838,2,20242,181596,2005,10211,169380
0100000US,,United States,,33142,"Copper rolling, drawing, extruding, and alloying",,2005,24108,1,18306,1463840,1085063,378777,1,731262,39589,13151070,1,12691901,87063,80988,123803,3,291118,3190468,167314,1,,0,2797791,1,15824093,1,15440223,383869,82791,163280,137799,2139374,1449180,1,563418,2,540694,1,345068,3,1274663,524074,456691,293898,136233,2,18305,117928,2037,6508,109383
0100000US,,United States,,33142M,"Copper rolling, drawing, extruding, and alloying",,2006,21909,1,17018,1361875,1029751,332124,1,704652,36410,18463015,1,17957790,144508,72164,117543,3,288553,2846949,171010,2,,0,2900360,2,21077092,1,20663847,413245,144589,182754,85902,2173143,1776782,2,697972,2,643024,1,435786,4,1370143,630304,425831,314008,201838,2,20242,181596,2005,10211,169380
0100000US,,United States,,33142M,"Copper rolling, drawing, extruding, and alloying",,2005,24108,1,18306,1463840,1085063,378777,1,731262,39589,13151070,1,12691901,87063,80988,123803,3,291118,3190468,167314,1,,0,2797791,1,15824093,1,15440223,383869,82791,163280,137799,2139374,1449180,1,563418,2,540694,1,345068,3,1274663,524074,456691,293898,136233,2,18305,117928,2037,6508,109383
0100000US,,United States,,33149,Nonferrous metal (except copper and aluminum) shaping,,2006,23816,2,16736,1682768,1308333,374435,2,793937,35222,6756130,2,6097890,160735,191559,134831,3,305946,3298767,171115,1,0,0,5887061,2,12185686,2,11565086,620601,148432,367103,105066,1121930,2525243,3,543739,12,1266678,3,714826,3,1916953,416535,945874,554545,435755,7,30690,405064,3260,15542,386262
0100000US,,United States,,33149,Nonferrous metal (except copper and aluminum) shaping,,2005,23854,2,16595,1636427,1236018,400409,2,749862,34807,4898289,2,4362306,113824,159051,109409,1,263108,3079663,153699,1,0,0,4791131,2,9324484,2,8658815,665669,123901,452111,89657,764425,1949097,4,433363,15,945016,2,570718,3,1486069,334414,688524,463130,273265,4,23110,250155,3854,10502,235800
0100000US,,United States,,33149M,Nonferrous metal (except copper and aluminum) shaping,,2006,23816,2,16736,1682768,1308333,374435,2,793937,35222,6756130,2,6097890,160735,191559,134831,3,305946,3298767,171115,1,0,0,5887061,2,12185686,2,11565086,620601,148432,367103,105066,1121930,2525243,3,543739,12,1266678,3,714826,3,1916953,416535,945874,554545,435755,7,30690,405064,3260,15542,386262
0100000US,,United States,,33149M,Nonferrous metal (except copper and aluminum) shaping,,2005,23854,2,16595,1636427,1236018,400409,2,749862,34807,4898289,2,4362306,113824,159051,109409,1,263108,3079663,153699,1,0,0,4791131,2,9324484,2,8658815,665669,123901,452111,89657,764425,1949097,4,433363,15,945016,2,570718,3,1486069,334414,688524,463130,273265,4,23110,250155,3854,10502,235800
0100000US,,United States,,3315,Foundries,,2006,162948,2,133201,9235995,7077943,2158052,3,5267390,292364,16070849,3,12913355,579675,898076,726948,2,1679744,17901268,952795,1,0,0,17632297,3,33457440,3,32696561,760879,640802,47737,72340,3106340,3661394,3,1366813,5,1074412,3,1220169,2,3314780,1284837,920466,1109477,1221456,2,92242,1129214,22956,47954,1058304
0100000US,,United States,,3315,Foundries,,2005,160667,1,131496,9001042,6819675,2181367,1,5087629,290961,14315543,1,11318697,543580,887426,687865,1,1565840,19021418,877975,1,0,0,16588256,1,30572753,1,29889549,683204,578236,37069,67899,3123391,3359524,3,1309367,5,924535,2,1125622,2,2894348,1104051,808590,981707,1113070,2,88876,1024195,19548,42703,961944
0100000US,,United States,,33151,Ferrous metal foundries,,2006,94617,3,77375,5770380,4341804,1428576,4,3271884,172958,9895993,5,7814136,432729,494637,451396,3,1154492,13423316,703096,1,0,0,10847459,5,20586518,5,20096130,490387,448768,11760,29859,1956139,2421584,4,1004254,7,635259,5,782070,2,2225389,967028,529822,728539,772411,3,60144,712267,14603,26653,671011
0100000US,,United States,,33151,Ferrous metal foundries,,2005,93055,1,76202,5579316,4168854,1410462,1,3149839,173799,8833182,2,6861789,402630,496239,422967,1,1072523,14602712,649557,1,0,0,10250346,2,18811908,2,18377508,434400,394225,9051,31124,2021844,2272897,4,989613,6,536292,3,746992,2,1906588,799391,469165,638032,681139,2,55917,625222,12184,22301,590738
0100000US,,United States,,33151M,Ferrous metal foundries,,2006,94617,3,77375,5770380,4341804,1428576,4,3271884,172958,9895993,5,7814136,432729,494637,451396,3,1154492,13423316,703096,1,0,0,10847459,5,20586518,5,20096130,490387,448768,11760,29859,1956139,2421584,4,1004254,7,635259,5,782070,2,2225389,967028,529822,728539,772411,3,60144,712267,14603,26653,671011
0100000US,,United States,,33151M,Ferrous metal foundries,,2005,93055,1,76202,5579316,4168854,1410462,1,3149839,173799,8833182,2,6861789,402630,496239,422967,1,1072523,14602712,649557,1,0,0,10250346,2,18811908,2,18377508,434400,394225,9051,31124,2021844,2272897,4,989613,6,536292,3,746992,2,1906588,799391,469165,638032,681139,2,55917,625222,12184,22301,590738
0100000US,,United States,,33152,Nonferrous metal foundries,,2006,68330,2,55826,3465615,2736139,729476,2,1995507,119406,6174856,1,5099220,146946,403439,275552,2,525252,4477952,249700,2,0,0,6784839,1,12870923,1,12600431,270492,192034,35977,42481,1150201,1239810,2,362558,3,439153,2,438099,3,1089392,317809,390644,380938,449045,2,32097,416947,8353,21301,387293
0100000US,,United States,,33152,Nonferrous metal foundries,,2005,67612,2,55294,3421726,2650821,770905,2,1937790,117162,5482361,1,4456908,140950,391186,264899,2,493317,4418706,228418,2,0,0,6337910,1,11760846,1,11512042,248804,184011,28018,36775,1101548,1086627,2,319754,3,388243,2,378630,3,987760,304661,339425,343674,431932,2,32959,398973,7365,20402,371206
0100000US,,United States,,33152N,Aluminum foundries,,2006,46431,2,38663,2330719,1846243,484476,2,1400412,81758,4305759,2,3548567,108433,253819,223983,3,394939,3139854,170956,3,0,0,4280349,2,8543202,1,8374514,168688,132690,12981,23017,892646,706916,3,211277,3,216140,3,279499,3,634440,187022,197094,250323,355909,3,24650,331259,5327,16179,309754
0100000US,,United States,,33152N,Aluminum foundries,,2005,45728,2,38054,2312389,1790888,521501,2,1361516,80260,3855742,2,3130293,102320,253072,215574,3,370058,3109156,154484,2,0,0,4057326,2,7894260,1,7738159,156101,125767,11664,18671,860892,619540,3,180732,4,195160,3,243648,3,581770,176234,180455,225081,345603,2,24299,321304,4724,15863,300718
0100000US,,United States,,33152P,Foundries not aluminum,,2006,21899,3,17163,1134895,889895,245000,3,595095,37648,1869097,2,1550652,38513,149620,51569,4,130313,1338098,78744,3,0,0,2504490,2,4327720,2,4225917,101804,59344,22995,19464,257555,532894,3,151281,6,223013,2,158599,5,454951,130787,193550,130615,93136,5,7448,85688,3026,5122,77540
0100000US,,United States,,33152P,Foundries not aluminum,,2005,21884,3,17239,1109336,859932,249404,4,576274,36901,1626619,2,1326615,38630,138114,49325,6,123259,1309550,73934,3,0,0,2280584,2,3866585,2,3773883,92702,58244,16354,18104,240656,467087,3,139022,5,193083,2,134982,5,405990,128427,158970,118593,86329,5,8660,77669,2641,4540,70489
0100000US,,United States,,332,Fabricated metal product mfg,,2006,1491836,1,1110867,78728513,63169614,15558899,1,40235991,2321663,150710560,1,126355191,9552317,9586663,1958092,2,5216389,52518768,3258297,1,311553,6081,169321729,1,317214471,1,298368862,18845609,12405852,3711875,2727882,10036696,40383972,1,13532531,1,11271040,1,15580401,1,36103458,12329902,9800178,13973378,8340346,1,888899,7451447,375395,554373,6521679
0100000US,,United States,,332,Fabricated metal product mfg,,2005,1463434,1,1081439,73717079,59530019,14187060,1,38033694,2263599,135420529,1,113705657,8559322,8383947,1814108,1,4771603,52933088,2957495,1,312731,4878,155800783,1,289432368,1,272154779,17277589,11385332,3318437,2573820,9446367,36496137,1,12486021,1,9934822,1,14075294,1,33296807,11803983,8972244,12520580,7706160,1,884012,6822148,311003,484265,6026880
0100000US,,United States,,3321,Forging & stamping,,2006,121876,1,93275,6741800,5331041,1410759,1,3456916,196397,16861773,1,14556961,497994,1083445,312551,2,723373,6696991,410823,4,7730,0,14270045,1,30888330,1,29878312,1010018,629928,99570,280519,1180118,4087058,1,1210103,2,1145521,1,1731434,2,3578392,1080431,1010527,1487435,893594,3,65309,828285,22344,55821,750119
0100000US,,United States,,3321,Forging & stamping,,2005,121245,1,92593,6476426,5127019,1349407,2,3341280,196530,15192927,1,13103475,475983,957517,284683,2,655953,6765929,371270,4,10561,0,13290315,2,28371727,1,27459875,911852,589201,120031,202620,988204,3622202,1,1091357,2,1022592,1,1508252,2,3334551,1067096,914159,1353296,830473,3,85285,745189,18491,41121,685577
0100000US,,United States,,33211,Forging and stamping,,2006,121876,1,93275,6741800,5331041,1410759,1,3456916,196397,16861773,1,14556961,497994,1083445,312551,2,723373,6696991,410823,4,7730,0,14270045,1,30888330,1,29878312,1010018,629928,99570,280519,1180118,4087058,1,1210103,2,1145521,1,1731434,2,3578392,1080431,1010527,1487435,893594,3,65309,828285,22344,55821,750119
0100000US,,United States,,33211,Forging and stamping,,2005,121245,1,92593,6476426,5127019,1349407,2,3341280,196530,15192927,1,13103475,475983,957517,284683,2,655953,6765929,371270,4,10561,0,13290315,2,28371727,1,27459875,911852,589201,120031,202620,988204,3622202,1,1091357,2,1022592,1,1508252,2,3334551,1067096,914159,1353296,830473,3,85285,745189,18491,41121,685577
0100000US,,United States,,332114,Custom roll forming,,2006,18182,3,13490,974126,790132,183994,3,502196,28124,4392870,3,3972358,205611,132596,34325,3,82305,777742,47981,21,0,0,2890170,6,7247656,4,6937235,310422,249199,21654,39568,255264,980665,3,285538,3,152391,5,542736,4,837579,255754,139272,442553,129961,10,9833,120129,4461,6524,109143
0100000US,,United States,,332114,Custom roll forming,,2005,17334,3,12734,903534,722992,180542,3,453806,26566,3964527,3,3602622,191434,93368,32825,2,77102,830150,44277,23,0,0,2656848,6,6637923,3,6325613,312310,249577,24065,38668,302629,829023,2,251149,2,139659,3,438215,3,809304,257276,142561,409466,117147,9,10744,106403,3230,6477,96696
0100000US,,United States,,332117,Powder metallurgy parts manufacturing,,2006,7924,2,6245,408800,315498,93302,3,217813,12687,615390,3,479578,5805,81244,14930,7,48763,697798,33833,3,0,0,725965,3,1337902,3,1318412,19490,7166,301,12023,134456,142432,3,56367,7,47892,6,38173,4,132984,49194,47048,36742,52262,7,1611,50651,1215,1884,47552
0100000US,,United States,,332117,Powder metallurgy parts manufacturing,,2005,8090,1,6242,408630,313493,95137,3,217435,13181,524049,3,386217,18647,75251,14258,7,43934,681399,29676,3,0,0,724903,2,1251385,2,1224297,27088,22622,135,4331,91539,133489,3,49624,7,46989,6,36876,4,128403,45875,48609,33920,56820,8,2532,54288,336,1521,52432
0100000US,,United States,,33211N,Forging,,2006,29643,2,22749,1907357,1454880,452477,2,971829,51521,5243214,2,4417125,45306,395903,197230,4,384880,2973430,187650,5,380,0,4224996,2,9303759,2,9146023,157736,55274,11371,91091,274374,1520707,2,291310,3,645035,2,584362,3,1206127,233887,527553,444688,268101,4,14896,253205,3580,11927,237698
0100000US,,United States,,33211N,Forging,,2005,28727,2,21933,1787379,1349970,437409,2,911847,50855,4385019,2,3641958,45867,358912,170583,3,338282,2973577,167699,6,381,0,3677589,2,7962476,2,7829270,133206,57507,15472,60227,265960,1206835,2,234289,3,520697,2,451849,3,1010406,212023,432376,366007,255735,3,14624,241111,2828,9629,228654
0100000US,,United States,,33211P,"Crown, closure, and metal stamping manufacturing",,2006,66126,1,50791,3451517,2770532,680985,1,1765078,104065,6610297,2,5687900,241271,473701,66066,3,207425,2248021,141359,2,7351,0,6428915,1,12999013,2,12476642,522371,318289,66245,137837,516023,1443254,2,576888,2,300203,2,566163,4,1401702,541595,296654,563453,443270,4,38969,404300,13089,35487,355725
0100000US,,United States,,33211P,"Crown, closure, and metal stamping manufacturing",,2005,67094,2,51683,3376883,2740563,636320,3,1758191,105928,6319333,3,5472677,220035,429987,67017,4,196635,2280802,129618,3,10180,0,6230974,2,12519943,2,12080696,439247,259494,80359,99394,328076,1452855,3,556295,4,315247,3,581313,5,1386438,551923,290613,543903,400771,5,57385,343387,12098,23494,307795
0100000US,,United States,,3322,Cutlery & handtool mfg,,2006,49338,3,35158,2762659,2165218,597441,2,1261802,72249,4437969,1,3369476,687427,203938,61523,2,177128,1804388,115604,2,54153,0,6189214,2,10608229,2,9488480,1119749,1023398,52946,43405,525764,1671428,2,730622,3,372077,2,568729,3,1612560,717181,377243,518136,261045,4,21343,239702,5632,13057,221014
0100000US,,United States,,3322,Cutlery & handtool mfg,,2005,51206,2,36717,2743242,2142403,600839,2,1254530,73975,4347590,1,3369080,623608,195777,55961,2,159124,1775614,103163,2,59968,0,6133384,2,10462019,2,9344744,1117276,1016663,52618,47995,523430,1617442,2,706825,3,392927,2,517690,3,1543511,700584,390892,452034,210412,3,37666,172747,5597,13932,153217
0100000US,,United States,,33221,Cutlery and hand tool manufacturing,,2006,49338,3,35158,2762659,2165218,597441,2,1261802,72249,4437969,1,3369476,687427,203938,61523,2,177128,1804388,115604,2,54153,0,6189214,2,10608229,2,9488480,1119749,1023398,52946,43405,525764,1671428,2,730622,3,372077,2,568729,3,1612560,717181,377243,518136,261045,4,21343,239702,5632,13057,221014
0100000US,,United States,,33221,Cutlery and hand tool manufacturing,,2005,51206,2,36717,2743242,2142403,600839,2,1254530,73975,4347590,1,3369080,623608,195777,55961,2,159124,1775614,103163,2,59968,0,6133384,2,10462019,2,9344744,1117276,1016663,52618,47995,523430,1617442,2,706825,3,392927,2,517690,3,1543511,700584,390892,452034,210412,3,37666,172747,5597,13932,153217
0100000US,,United States,,33221N,"Cutlery, kitchen utensil, pot, and pan manufacturing",,2006,8783,1,6437,536749,407099,129650,1,253581,12874,1465116,1,1091109,232457,96707,20018,1,44843,315539,24825,1,,0,1604766,1,3054129,1,2598942,455187,404551,,,,453559,4,226162,1,79784,4,147613,8,418402,198049,91563,128791,57568,3,5817,51751,209,1931,49611
0100000US,,United States,,33221N,"Cutlery, kitchen utensil, pot, and pan manufacturing",,2005,9632,1,7156,560041,419847,140194,1,261084,14371,1446531,1,1132271,175700,95779,19460,2,42780,322197,23320,1,,0,1681551,1,3147373,1,2735188,412185,359887,39764,12534,,424060,3,202984,2,89754,4,131323,7,416410,210144,101301,104965,53134,1,16349,36785,184,2918,33683
0100000US,,United States,,33221P,Hand tool and saw blade manufacturing,,2006,40555,3,28720,2225910,1758119,467791,2,1008221,59375,2972853,2,2278367,454970,107231,41506,4,132285,1488849,90779,2,,0,4584448,3,7554100,2,6889538,664561,618847,,,,1217869,3,504460,5,292293,3,421116,3,1194158,519132,285681,389345,203477,5,15526,187951,5423,11126,171402
0100000US,,United States,,33221P,Hand tool and saw blade manufacturing,,2005,41574,3,29561,2183201,1722556,460645,2,993446,59604,2901059,2,2236809,447908,99998,36501,3,116344,1453417,79842,2,,0,4451833,3,7314646,2,6609556,705090,656776,12854,35461,,1193382,3,503842,4,303174,3,386367,3,1127100,490440,289592,347068,157278,4,21317,135961,5413,11014,119534
0100000US,,United States,,3323,Architectural & structural metals mfg,,2006,370959,1,267132,18780329,15113923,3666406,3,9115695,558310,44030223,1,36966576,3451778,2813079,253779,2,798790,9081278,545011,2,25372,467,40144960,1,83538607,1,78166926,5371681,4240624,486473,644585,2279723,9844312,1,2526419,2,2562263,2,4755630,2,8714249,2322342,2098359,4293547,1737022,2,275409,1461613,178950,166560,1116103
0100000US,,United States,,3323,Architectural & structural metals mfg,,2005,356259,1,253912,16889096,13849940,3039156,1,8421330,529190,38155038,1,32399889,2736852,2283668,236499,2,734629,9213992,498130,2,12791,,36518036,1,74308655,1,69837650,4471005,3379481,451350,640175,2326515,8750655,1,2307901,2,2104887,3,4337867,2,7868121,2144430,1872535,3851156,1595656,4,205618,1390038,144296,165111,1080631
0100000US,,United States,,33231,Plate work and fabricated structural product manufacturing,,2006,148065,2,106101,8226753,6584056,1642697,7,4020776,224151,22100342,2,17697147,2007515,2043989,109551,3,351691,3901515,242140,1,23966,344,19128985,2,40881771,2,37664048,3217724,2335408,432150,450165,841308,4736993,2,897230,3,1526450,3,2313312,3,4092197,841058,1203381,2047758,684318,4,97335,586983,71258,64081,451644
0100000US,,United States,,33231,Plate work and fabricated structural product manufacturing,,2005,141389,2,99721,7191984,5895506,1296478,2,3617121,209731,18467492,1,14844626,1663955,1635994,108043,3,322916,4003995,214874,2,9273,,17046571,3,35248447,2,32532890,2715556,1931087,401548,382921,843286,4127547,2,856859,4,1197347,5,2073342,3,3530297,753338,1003566,1773394,603806,4,95451,508355,52275,49442,406638
0100000US,,United States,,33231M,Plate work and fabricated structural product manufacturing,,2006,148065,2,106101,8226753,6584056,1642697,7,4020776,224151,22100342,2,17697147,2007515,2043989,109551,3,351691,3901515,242140,1,23966,344,19128985,2,40881771,2,37664048,3217724,2335408,432150,450165,841308,4736993,2,897230,3,1526450,3,2313312,3,4092197,841058,1203381,2047758,684318,4,97335,586983,71258,64081,451644
0100000US,,United States,,33231M,Plate work and fabricated structural product manufacturing,,2005,141389,2,99721,7191984,5895506,1296478,2,3617121,209731,18467492,1,14844626,1663955,1635994,108043,3,322916,4003995,214874,2,9273,,17046571,3,35248447,2,32532890,2715556,1931087,401548,382921,843286,4127547,2,856859,4,1197347,5,2073342,3,3530297,753338,1003566,1773394,603806,4,95451,508355,52275,49442,406638
0100000US,,United States,,33232,Ornamental and architectural metal work manufacturing,,2006,222894,1,161032,10553577,8529868,2023709,1,5094920,334159,21929881,2,19269429,1444263,769090,144228,3,447099,5179763,302872,4,,123,21015975,1,42656836,1,40502878,2153957,1905215,,194420,1438416,5107320,2,1629189,3,1035813,2,2442318,3,4622052,1481284,894978,2245789,1052704,3,178075,874630,107692,102479,664459
0100000US,,United States,,33232,Ornamental and architectural metal work manufacturing,,2005,214870,1,154191,9697112,7954434,1742678,1,4804209,319459,19687546,2,17555262,1072897,647674,128457,3,411713,5209997,283256,4,3518,1955,19471465,1,39060208,1,37304760,1755449,1448394,49801,257254,1483228,4623108,2,1451043,3,907540,2,2264525,3,4337824,1391092,868969,2077762,991850,5,110167,881683,92021,115669,673993
0100000US,,United States,,33232M,Ornamental and architectural metal work manufacturing,,2006,222894,1,161032,10553577,8529868,2023709,1,5094920,334159,21929881,2,19269429,1444263,769090,144228,3,447099,5179763,302872,4,,123,21015975,1,42656836,1,40502878,2153957,1905215,,194420,1438416,5107320,2,1629189,3,1035813,2,2442318,3,4622052,1481284,894978,2245789,1052704,3,178075,874630,107692,102479,664459
0100000US,,United States,,33232M,Ornamental and architectural metal work manufacturing,,2005,214870,1,154191,9697112,7954434,1742678,1,4804209,319459,19687546,2,17555262,1072897,647674,128457,3,411713,5209997,283256,4,3518,1955,19471465,1,39060208,1,37304760,1755449,1448394,49801,257254,1483228,4623108,2,1451043,3,907540,2,2264525,3,4337824,1391092,868969,2077762,991850,5,110167,881683,92021,115669,673993
0100000US,,United States,,3324,"Boiler, tank, & shipping container mfg",,2006,84410,2,64356,5191318,4027564,1163754,2,2710538,134675,15761116,1,14375895,313050,534317,219457,9,537854,4939775,318397,4,,0,12388008,1,27821164,1,25969234,1851930,392054,757923,701952,992466,3239025,2,1086552,1,879104,4,1273368,2,2795394,981251,661895,1152248,605571,6,61999,543572,22228,24997,496348
