GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,334417,Electronic connector manufacturing,,2006,22640,3,16781,1204691,946858,257833,4,568730,33800,1603186,2,1366977,55510,131041,6071,6,49658,620777,43587,2,0,0,2894066,3,4447284,3,4333750,113534,88526,,,144945,655382,3,158485,8,168863,6,328033,3,568845,133460,142851,292534,107031,5,3289,103742,2944,10726,90072
0100000US,,United States,,334417,Electronic connector manufacturing,,2005,21903,3,16234,1113854,887997,225857,3,530865,32846,1413011,2,1215465,50551,102856,5647,7,44139,563658,38492,2,0,0,2538669,3,3899438,3,3792140,107298,78918,7413,20967,123625,570231,3,133997,9,143441,3,292793,2,525409,112639,111489,301282,102107,5,4223,97884,1379,8672,87834
0100000US,,United States,,334418,Printed circuit assembly (electronic assembly) manufacturing,,2006,75525,5,43331,4494562,3572099,922463,5,1369978,90736,16591317,3,14968987,1247100,198671,20010,10,176559,2268602,156549,3,0,0,7409131,2,23845813,2,21839837,2005976,1391880,406330,207765,1183858,3054483,3,362233,4,762942,3,1929308,3,2740298,311519,692457,1736322,320339,4,11356,308983,6143,95297,207543
0100000US,,United States,,334418,Printed circuit assembly (electronic assembly) manufacturing,,2005,73984,4,40799,4177901,3402480,775421,4,1270240,85043,14096664,2,13140235,645116,172149,20504,8,139164,1871661,118660,4,0,0,8386766,2,22446875,2,21365983,1080892,756522,169222,155148,1306682,2807677,2,319173,3,712906,3,1775599,2,2757678,354312,674648,1728719,358481,3,34098,324383,3409,111375,209599
0100000US,,United States,,334419,Other electronic component manufacturing,,2006,57193,2,35928,3130799,2508849,621950,2,1163276,71110,3950583,2,3474973,245281,137778,16739,4,92551,997777,75812,4,0,0,5999971,2,9866203,2,9440932,425272,367017,,74383,269227,1542285,2,297723,5,415028,3,829533,2,1413099,268431,362857,781811,202453,4,29750,172703,3362,27649,141692
0100000US,,United States,,334419,Other electronic component manufacturing,,2005,58076,2,35972,3027280,2481374,545906,2,1157399,72044,3805067,2,3361036,217880,142491,13726,5,83659,984859,69933,4,0,0,5490144,2,9305415,2,8921856,383559,319569,,65048,229141,1425721,2,263983,5,365085,3,796653,2,1395857,284525,357636,753696,244085,7,27386,216699,3643,32154,180902
0100000US,,United States,,3345,"Navigational, measuring, medical, & control instruments mfg",,2006,385145,1,150243,34809149,26805489,8003660,1,6811635,300578,44181777,1,39053315,2716148,1686447,104602,2,725867,8720581,621265,2,,28146,75807821,1,118994088,1,110095332,8898756,4129888,289053,4479815,3492082,17486940,1,4146422,1,7227708,1,6112810,2,15995669,3720539,6677045,5598085,3230360,1,647576,2582784,30224,429803,2122757
0100000US,,United States,,3345,"Navigational, measuring, medical, & control instruments mfg",,2005,375362,1,146427,31855445,25181532,6673913,2,6599586,296520,40464775,1,35497766,2763610,1570480,96855,2,632920,8438377,536065,2,,26280,73257878,1,111984254,1,103323145,8661110,4058005,233756,4369348,3446381,16186233,1,3770133,1,6635296,1,5780804,2,14215052,3147417,5538578,5529058,3802860,1,832897,2969963,33953,529116,2406894
0100000US,,United States,,33451,"Navigational, measuring, medical, and control instruments mfg",,2006,385145,1,150243,34809149,26805489,8003660,1,6811635,300578,44181777,1,39053315,2716148,1686447,104602,2,725867,8720581,621265,2,,28146,75807821,1,118994088,1,110095332,8898756,4129888,289053,4479815,3492082,17486940,1,4146422,1,7227708,1,6112810,2,15995669,3720539,6677045,5598085,3230360,1,647576,2582784,30224,429803,2122757
0100000US,,United States,,33451,"Navigational, measuring, medical, and control instruments mfg",,2005,375362,1,146427,31855445,25181532,6673913,2,6599586,296520,40464775,1,35497766,2763610,1570480,96855,2,632920,8438377,536065,2,,26280,73257878,1,111984254,1,103323145,8661110,4058005,233756,4369348,3446381,16186233,1,3770133,1,6635296,1,5780804,2,14215052,3147417,5538578,5529058,3802860,1,832897,2969963,33953,529116,2406894
0100000US,,United States,,334510,Electromedical and electrotherapeutic apparatus manufacturing,,2006,54616,3,25367,4811814,3817844,993970,2,1140950,51012,7229954,3,6699309,311007,142304,16262,1,77335,909634,61073,3,0,0,14299437,2,21343582,2,20640860,702722,520203,19986,162532,,2339708,3,910936,2,434180,5,994592,6,2119749,829905,323944,965899,657044,3,111177,545866,3405,116327,426135
0100000US,,United States,,334510,Electromedical and electrotherapeutic apparatus manufacturing,,2005,53372,3,24187,4406732,3610959,795773,3,1067146,49299,6286476,3,5764490,296881,148213,17315,3,76893,973271,59578,9,0,0,14260446,2,20446725,2,19824953,621772,498618,11799,111355,,2125657,3,815835,3,343996,4,965827,6,1908436,742192,311983,854261,1081333,3,370899,710434,7088,100980,602367
0100000US,,United States,,334511,"Search, detection, and navigation system and instrument mfg",,2006,151744,2,47082,14925585,11077895,3847690,3,2431031,91129,13646383,2,11449565,649908,1262544,37417,4,284365,3480354,246948,3,,,27370782,2,40660670,2,38219182,2441488,982566,118179,1340743,1391190,6676601,2,562201,5,4965138,2,1149263,4,6011372,343483,4863641,804248,1027725,2,140490,887235,9298,122507,755430
0100000US,,United States,,334511,"Search, detection, and navigation system and instrument mfg",,2005,141327,2,43883,13286237,10128135,3158102,3,2288365,86859,12552812,3,10504258,667092,1137639,32877,5,243822,3281859,210944,4,,,26419706,2,38019752,2,35601368,2418384,1035425,23417,1359542,1362097,5904651,2,332100,7,4751862,2,820688,4,4917421,322601,3844876,749945,1005575,3,180071,825504,4441,114845,706219
0100000US,,United States,,334512,Automatic environmental control manufacturing,,2006,12419,3,7606,710374,551510,158864,4,239658,15539,1006875,3,830540,139162,17383,4458,7,19790,242222,15332,3,0,0,1331535,2,2325562,2,2084531,241031,240015,1265,,189725,234087,3,80874,2,52218,12,100994,6,215155,67821,52335,94999,57435,4,9749,47687,647,6775,40265
0100000US,,United States,,334512,Automatic environmental control manufacturing,,2005,12714,3,8010,698863,537042,161821,3,248862,16302,887437,3,730085,124149,14675,4441,9,18528,246197,14088,2,0,0,1410171,2,2293939,2,2022242,271698,244526,11112,16060,192636,209550,3,63232,3,54327,5,91991,4,217705,66953,46849,103903,57883,4,7319,50564,783,3980,45801
0100000US,,United States,,334513,Industrial process variable instruments,,2006,37232,1,17476,2630733,2109467,521266,2,634521,35272,3349436,1,2979682,245990,67348,9493,6,56415,616601,46922,3,0,0,5361666,1,8670041,1,8168428,501613,378944,35206,87463,260152,1183206,2,285882,3,224672,5,672652,2,1108249,260693,201556,646000,174882,3,35206,139676,3677,29394,106606
0100000US,,United States,,334513,Industrial process variable instruments,,2005,37400,1,16283,2532838,2064685,468153,1,629279,33556,3188666,1,2747199,309015,77129,10818,4,55323,697828,44505,2,0,0,4590723,1,7767871,1,7171828,596043,444392,52890,98761,189623,1172808,3,278982,3,221939,5,671887,4,1198126,290566,191594,715965,239762,2,51526,188236,6286,52944,129006
0100000US,,United States,,334514,Totalizing fluid meter and counting device manufacturing,,2006,15547,2,9468,1034912,780767,254145,2,347754,18920,2950057,1,2834304,44035,39865,7788,4,31854,409930,24066,1,,0,2081215,2,5022351,1,4960742,61609,,,,174707,393834,4,72156,10,92111,4,229567,4,359030,66035,86539,206456,89600,5,7078,82522,530,9227,72765
0100000US,,United States,,334514,Totalizing fluid meter and counting device manufacturing,,2005,15910,2,9915,1016319,773139,243180,1,361232,19863,3152140,1,3033217,38889,46858,9378,3,33177,449604,23798,1,,0,2185854,1,5334284,1,5282992,51292,49133,0,2159,177417,386864,1,70461,8,92335,3,224068,2,340982,63819,92495,184668,124074,4,19810,104264,2248,9312,92704
0100000US,,United States,,334515,Electricity and signal testing instrument manufacturing,,2006,37471,3,12707,3916077,3091486,824591,2,600273,26393,4295335,4,4040142,91964,45744,9671,5,117485,1328331,107814,3,,,7299267,4,11459593,3,11196895,262697,113003,8027,141667,555655,1961656,6,548141,4,476101,10,937414,9,1917273,523471,358163,1035639,499179,6,87522,411657,2747,54873,354038
0100000US,,United States,,334515,Electricity and signal testing instrument manufacturing,,2005,39681,3,14060,3715263,3045126,670137,2,650181,28914,3753021,3,3540311,83967,43318,4716,10,85425,1135963,80709,3,,,7294740,2,10920731,2,10574054,346677,130735,24023,191919,594393,2034592,5,545632,2,366203,3,1122757,8,2014890,409086,368120,1237683,627789,3,49639,578150,5146,59647,513358
0100000US,,United States,,334516,Analytical laboratory instrument manufacturing,,2006,29249,1,9530,2616171,2101162,515009,2,389451,19414,3731767,2,3096623,551545,29181,6793,4,54418,691887,47625,2,0,0,6400387,2,10070820,2,8870757,1200063,837490,20404,342169,,1522241,2,586171,1,255577,3,680493,3,1488015,553445,217704,716867,255555,4,87159,168396,3441,40314,124641
0100000US,,United States,,334516,Analytical laboratory instrument manufacturing,,2005,29050,2,9729,2459954,2004303,455651,2,390717,19852,3338883,1,2812354,448246,30847,6116,5,47436,711594,41320,3,0,0,5972539,1,9275971,1,8307607,968364,644723,17666,305975,,1493495,2,556827,2,218536,4,718133,3,1411096,549862,180784,680450,250059,2,82456,167604,2866,28645,136093
0100000US,,United States,,334517,Irradiation apparatus manufacturing,,2006,15693,3,5301,1738981,1352024,386957,1,299746,10696,4845113,1,4511067,297697,12076,3290,6,24274,302570,20984,1,0,0,6152993,1,10949846,1,8263305,2686540,,,2300194,,1501028,1,573128,1,257886,2,670014,2,1352062,611555,171401,569105,277667,2,152648,125019,429,16189,108401
0100000US,,United States,,334517,Irradiation apparatus manufacturing,,2005,15685,2,5440,1554252,1253701,300551,1,307166,11239,4379325,1,3897257,449955,9893,3668,4,22221,286102,18553,2,0,0,6403725,1,10413999,1,7811804,2602195,469995,275,2131926,,1391321,1,622346,1,175013,2,593962,3,913666,280079,148432,485156,218156,7,16910,201245,578,122486,78182
0100000US,,United States,,334518,"Watch, clock, and parts manufacturing",,2006,1983,5,1282,110921,92373,18548,7,43877,2485,230211,6,170934,54603,1770,586,8,2904,29277,2318,4,0,0,402884,5,621566,4,530656,90910,85699,,,69,90244,13,35888,3,29919,44,24437,7,83138,34329,27761,21048,4999,23,1744,3255,129,1210,1915
0100000US,,United States,,334518,"Watch, clock, and parts manufacturing",,2005,2279,4,1525,120048,98422,21626,6,51364,3011,236826,7,181569,49648,2494,661,8,3115,35650,2454,4,0,0,411970,5,641101,3,559274,81827,76789,1515,3523,63,85066,11,34919,3,28537,40,21610,8,89300,41165,22407,25728,7663,20,1959,5703,43,630,5031
0100000US,,United States,,334519,Other measuring and controlling device manufacturing,,2006,29189,2,14424,2313581,1830959,482622,3,684374,29721,2896644,2,2441148,330236,68231,8845,5,57028,709774,48183,4,,0,5107657,2,7870058,2,7159975,710083,536272,73651,100160,540279,1584333,2,491044,2,439905,3,653384,3,1341627,429802,374000,537825,186274,4,14804,171470,5921,32986,132563
0100000US,,United States,,334519,Other measuring and controlling device manufacturing,,2005,27946,2,13395,2064938,1666019,398919,3,605274,27625,2689190,3,2287025,295770,59414,6864,4,46981,620309,40116,4,,0,4308003,2,6869881,2,6167023,702858,463669,91059,148130,481310,1382230,2,449799,3,382549,3,549882,2,1203431,381095,331037,491299,190566,4,52309,138257,4475,35648,98134
0100000US,,United States,,3346,Mfg & reproducing magnetic & optical media,,2006,28839,3,19798,1637027,1310374,326653,2,686178,40388,3706130,2,2326181,1011589,244923,17621,4,123439,1541221,105818,2,0,0,3259627,2,6945411,2,5733449,1211961,1100201,12728,99033,161831,432574,2,136044,2,122800,1,173730,4,408353,140869,93093,174390,569838,2,166849,402989,4774,45024,353192
0100000US,,United States,,3346,Mfg & reproducing magnetic & optical media,,2005,31014,3,21568,1750812,1376438,374374,2,736624,45307,3984532,1,2488050,944621,429506,18927,4,122355,1682937,103427,2,0,0,3637324,2,7631062,1,6446055,1185007,1058358,,,218449,424664,2,145096,2,93069,2,186500,3,423084,144220,98615,180249,373478,2,55139,318339,2588,21481,294270
0100000US,,United States,,33461,Manufacturing and reproducing magnetic and optical media,,2006,28839,3,19798,1637027,1310374,326653,2,686178,40388,3706130,2,2326181,1011589,244923,17621,4,123439,1541221,105818,2,0,0,3259627,2,6945411,2,5733449,1211961,1100201,12728,99033,161831,432574,2,136044,2,122800,1,173730,4,408353,140869,93093,174390,569838,2,166849,402989,4774,45024,353192
0100000US,,United States,,33461,Manufacturing and reproducing magnetic and optical media,,2005,31014,3,21568,1750812,1376438,374374,2,736624,45307,3984532,1,2488050,944621,429506,18927,4,122355,1682937,103427,2,0,0,3637324,2,7631062,1,6446055,1185007,1058358,,,218449,424664,2,145096,2,93069,2,186500,3,423084,144220,98615,180249,373478,2,55139,318339,2588,21481,294270
0100000US,,United States,,334611,Software reproducing,,2006,2487,4,1497,142554,118169,24385,3,55061,2931,165643,5,,,4135,968,4,,71267,,,0,0,253340,4,420328,4,,,,,8466,0,22182,10,6719,7,4059,13,11404,11,24442,7763,4354,12326,31480,5,6530,24950,166,6985,17798
0100000US,,United States,,334611,Software reproducing,,2005,2512,4,1556,139407,116744,22663,3,60090,3161,181811,4,151480,21495,3305,903,4,5530,70673,4627,4,0,0,283973,3,465210,3,,,,,,986,25313,9,7721,6,4190,13,13402,10,22245,7001,4330,10914,25275,5,5405,19870,193,3055,16621
0100000US,,United States,,334612,Audio and video media reproducing,,2006,20414,5,15369,971456,771946,199510,3,500732,31224,1812509,2,1383253,,218633,5696,13,,1002294,,,0,0,2339152,3,4164969,2,3884796,280172,,,,,163219,3,38294,6,20381,5,104544,4,176933,52608,19452,104873,260271,3,49625,210646,4472,21939,184235
0100000US,,United States,,334612,Audio and video media reproducing,,2005,22145,4,16613,1035502,810157,225345,2,522692,34957,2066824,2,1430939,,,,,68283,1085889,,,0,0,2621746,3,4687222,2,4367425,319797,221641,,,,187385,2,55244,4,19626,5,112515,3,171101,51494,22106,97501,180216,1,9771,170445,1994,13700,154751
0100000US,,United States,,334613,Magnetic and optical recording media manufacturing,,2006,5938,6,2932,523016,420258,102758,4,130385,6233,1727978,2,,,22155,10956,2,,467661,,,0,0,667135,4,2360115,3,,,,,,,247173,3,91031,2,98360,1,57782,9,206977,80498,69287,57191,278087,2,110694,167393,136,16099,151158
0100000US,,United States,,334613,Magnetic and optical recording media manufacturing,,2005,6357,3,3399,575904,449538,126366,1,153842,7189,1735897,1,905631,,,,,48541,526375,,,0,0,731605,2,2478630,1,,,,,,,211966,3,82131,2,69253,2,60583,7,229738,85724,72180,71834,167988,4,39963,128025,401,4726,122898
0100000US,,United States,,335,"Electrical equipment, appliance, & component mfg",,2006,410371,1,292866,23037278,17762582,5274696,1,10074217,591001,63275828,1,56726219,4558652,678641,408427,1,1312317,15141772,903890,1,40371,,57520089,1,119402240,1,112481022,6921218,6021359,229001,670858,4856072,14088053,1,5275204,1,3048808,2,5764042,1,12295598,4445907,2488970,5360721,2580508,2,265612,2314895,46802,198444,2069649
0100000US,,United States,,335,"Electrical equipment, appliance, & component mfg",,2005,419353,1,293749,22811115,17450752,5360363,1,9880005,593030,57416580,1,51277827,4300770,654437,371435,1,1183546,15003497,812111,1,24946,,54741900,1,111976942,1,105228616,6748326,5951527,182720,614079,4331612,12457132,1,4494380,1,2572473,1,5390280,1,11894942,4404593,2485264,5005085,1922197,2,213082,1709115,24989,139569,1544558
0100000US,,United States,,3351,Electric lighting equipment mfg,,2006,55315,2,38345,2958339,2319296,639043,2,1278051,80535,5972988,2,5017462,719978,87402,51335,3,148146,1468469,96811,3,0,0,7230615,1,13068520,1,12114577,953943,907552,,,431681,1703886,3,695842,7,235823,3,772221,3,1522586,605432,210615,706540,251777,3,17622,234156,3713,25710,204733
0100000US,,United States,,3351,Electric lighting equipment mfg,,2005,56834,2,39129,2898107,2301341,596766,2,1300033,82160,5783275,1,4826707,737779,83813,48363,2,134975,1494359,86612,2,0,0,7014634,2,12715216,1,11665269,1049947,1006296,,,408029,1581293,3,631350,7,216166,3,733778,3,1465238,540544,243743,680952,220624,2,35049,185575,2288,16029,167259
0100000US,,United States,,33511,Electric lamp bulb and parts manufacturing,,2006,8192,3,6669,623869,449809,174060,2,338807,13607,961866,2,756322,,11979,,,,510498,30835,1,0,0,1195224,2,2154392,1,2004613,149780,145020,,,219170,227013,5,111982,6,29395,3,85637,8,230357,107635,32584,90138,63562,7,2556,61006,7,1050,59949
0100000US,,United States,,33511,Electric lamp bulb and parts manufacturing,,2005,9289,2,7604,677648,495057,182591,2,370656,16026,1013643,2,817478,131901,11586,22917,1,52678,551304,29761,1,0,0,1381797,3,2380034,2,2237927,142107,139377,,,208378,235934,3,111460,5,32619,4,91855,7,227425,97188,33026,97211,56875,7,1105,55769,10,1058,54701
0100000US,,United States,,335110,Electric lamp bulb and parts manufacturing,,2006,8192,3,6669,623869,449809,174060,2,338807,13607,961866,2,756322,,11979,,,,510498,30835,1,0,0,1195224,2,2154392,1,2004613,149780,145020,,,219170,227013,5,111982,6,29395,3,85637,8,230357,107635,32584,90138,63562,7,2556,61006,7,1050,59949
0100000US,,United States,,335110,Electric lamp bulb and parts manufacturing,,2005,9289,2,7604,677648,495057,182591,2,370656,16026,1013643,2,817478,131901,11586,22917,1,52678,551304,29761,1,0,0,1381797,3,2380034,2,2237927,142107,139377,,,208378,235934,3,111460,5,32619,4,91855,7,227425,97188,33026,97211,56875,7,1105,55769,10,1058,54701
0100000US,,United States,,33512,Lighting fixture manufacturing,,2006,47123,2,31677,2334470,1869487,464983,3,939244,66927,5011122,2,4261140,,75423,,,,957971,65975,4,0,0,6035391,2,10914128,2,10109965,804163,762532,,,212511,1476874,4,583861,9,206428,3,686585,4,1292229,497796,178031,616402,188215,4,15065,173150,3706,24660,144784
0100000US,,United States,,33512,Lighting fixture manufacturing,,2005,47544,2,31525,2220459,1806284,414175,2,929378,66134,4769632,2,4009229,605878,72228,25445,3,82297,943055,56852,3,0,0,5632837,2,10335182,2,9427342,907840,866919,,,199651,1345360,4,519890,9,183547,3,641923,4,1237814,443356,210717,583741,163749,2,33943,129806,2279,14970,112557
0100000US,,United States,,33512M,Lighting fixture manufacturing,,2006,47123,2,31677,2334470,1869487,464983,3,939244,66927,5011122,2,4261140,,75423,,,,957971,65975,4,0,0,6035391,2,10914128,2,10109965,804163,762532,,,212511,1476874,4,583861,9,206428,3,686585,4,1292229,497796,178031,616402,188215,4,15065,173150,3706,24660,144784
0100000US,,United States,,33512M,Lighting fixture manufacturing,,2005,47544,2,31525,2220459,1806284,414175,2,929378,66134,4769632,2,4009229,605878,72228,25445,3,82297,943055,56852,3,0,0,5632837,2,10335182,2,9427342,907840,866919,,,199651,1345360,4,519890,9,183547,3,641923,4,1237814,443356,210717,583741,163749,2,33943,129806,2279,14970,112557
0100000US,,United States,,3352,Household appliance mfg,,2006,68889,1,59230,3626318,2617464,1008854,1,2011567,114184,13878333,1,12793794,819878,60182,82826,1,204479,2243120,121654,1,,,10128843,1,23933353,1,22735986,1197366,1137579,,,482303,1636077,1,888207,1,155071,3,592799,2,1543820,817323,152132,574365,396018,1,19156,376862,1021,10098,365744
0100000US,,United States,,3352,Household appliance mfg,,2005,76174,1,63763,3847172,2657659,1189513,1,2004496,123190,13916333,1,12763125,907924,56498,78476,1,188786,2257113,110310,1,,,10490363,1,24535079,1,23306337,1228742,1157340,,,411196,1620920,1,847112,1,157775,3,616033,2,1726629,931316,201956,593358,389443,1,26542,362901,1229,13043,348629
0100000US,,United States,,33521,Small electrical appliance manufacturing,,2006,12715,1,9870,609740,473115,136625,1,292411,19322,1991391,1,1609329,340518,13227,8593,1,28317,321973,19724,1,,0,1716608,1,3678148,1,3187715,490433,481568,,,319622,375521,1,192103,1,42638,1,140780,1,342002,166031,39314,136657,57694,1,3412,54282,258,4594,49430
0100000US,,United States,,33521,Small electrical appliance manufacturing,,2005,13297,1,9680,641753,463661,178092,1,277206,19070,2007698,1,1515180,458004,9975,6878,1,24539,346702,17661,1,0,0,1639275,1,3804696,1,3247277,557419,547300,,,,366659,1,186863,1,39206,1,140590,1,513884,310768,73479,129637,56713,1,3025,53688,447,5712,47529
0100000US,,United States,,33521M,Small electrical appliance manufacturing,,2006,12715,1,9870,609740,473115,136625,1,292411,19322,1991391,1,1609329,340518,13227,8593,1,28317,321973,19724,1,,0,1716608,1,3678148,1,3187715,490433,481568,,,319622,375521,1,192103,1,42638,1,140780,1,342002,166031,39314,136657,57694,1,3412,54282,258,4594,49430
